geo_name,geo_sumlevel,geo_id,violent_crime_2015,violent_crime_2016,violent_crime_2017
"Spencer County, IN","county",05000US18147,14.25,14.25,
"Starke County, IN","county",05000US18149,178.27,178.27,99.98
"Steuben County, IN","county",05000US18151,70.12,70.12,54.48
"Sullivan County, IN","county",05000US18153,81.2,81.2,111.46
"Tippecanoe County, IN","county",05000US18157,274.04,274.04,268.24
"Tipton County, IN","county",05000US18159,125.55,125.55,123.76
"Vanderburgh County, IN","county",05000US18163,386.13,386.13,384.79
"Vermillion County, IN","county",05000US18165,181.11,181.11,128.98
"Vigo County, IN","county",05000US18167,223.26,223.26,231.78
"Warrick County, IN","county",05000US18173,253.68,253.68,205.27
"Wayne County, IN","county",05000US18177,282.66,282.66,
"Wells County, IN","county",05000US18179,33.64,33.64,29.97
"White County, IN","county",05000US18181,129.19,129.19,88.3
"Adair County, IA","county",05000US19001,65.33,65.33,49.04
"Adams County, IA","county",05000US19003,454.58,454.58,220.81
"Appanoose County, IA","county",05000US19007,310.17,310.17,298.46
"Benton County, IA","county",05000US19011,83.27,83.27,54.98
"Black Hawk County, IA","county",05000US19013,407.42,407.42,501.28
"Boone County, IA","county",05000US19015,259.14,259.14,312.54
"Bremer County, IA","county",05000US19017,255.98,255.98,229.17
"Buchanan County, IA","county",05000US19019,71.87,71.87,27.74
"Buena Vista County, IA","county",05000US19021,304.36,304.36,308.64
"Butler County, IA","county",05000US19023,15.62,15.62,8.86
"Calhoun County, IA","county",05000US19025,75.72,75.72,44.22
"Cass County, IA","county",05000US19029,145.74,145.74,196.97
"Cedar County, IA","county",05000US19031,80.98,80.98,79.13
"Cerro Gordo County, IA","county",05000US19033,119.87,119.87,105.76
"Cherokee County, IA","county",05000US19035,280.81,280.81,155.72
"Chickasaw County, IA","county",05000US19037,64.02,64.02,107.87
"Clarke County, IA","county",05000US19039,103.52,103.52,134.95
"Clay County, IA","county",05000US19041,47.93,47.93,118.53
"Clayton County, IA","county",05000US19043,53.27,53.27,76.48
"Clinton County, IA","county",05000US19045,389.32,389.32,430.74
"Crawford County, IA","county",05000US19047,48.43,48.43,40.36
"Dallas County, IA","county",05000US19049,166.56,166.56,161.32
"Davis County, IA","county",05000US19051,144.09,144.09,98.81
"Delaware County, IA","county",05000US19055,181.83,181.83,145.87
"Des Moines County, IA","county",05000US19057,476.13,476.13,462.06
"Dickinson County, IA","county",05000US19059,57.56,57.56,74.29
"Dubuque County, IA","county",05000US19061,173.26,173.26,166.83
"Emmet County, IA","county",05000US19063,217.53,217.53,288.26
"Fayette County, IA","county",05000US19065,188.68,188.68,278.59
"Floyd County, IA","county",05000US19067,110.6,110.6,170.06
"Greene County, IA","county",05000US19073,42.77,42.77,36.3
"Grundy County, IA","county",05000US19075,56.03,56.03,85.8
"Guthrie County, IA","county",05000US19077,50.1,50.1,58.75
"Hamilton County, IA","county",05000US19079,280.7,280.7,288.21
"Hancock County, IA","county",05000US19081,91.13,91.13,98.6
"Hardin County, IA","county",05000US19083,119.65,119.65,139.36
"Harrison County, IA","county",05000US19085,78.09,78.09,37.64
"Henry County, IA","county",05000US19087,248.92,248.92,265.94
"Howard County, IA","county",05000US19089,72.96,72.96,83.54
"Humboldt County, IA","county",05000US19091,20.32,20.32,71.8
"Ida County, IA","county",05000US19093,60.95,60.95,116.69
"Iowa County, IA","county",05000US19095,140.3,140.3,110.35
"Jasper County, IA","county",05000US19099,143.81,143.81,191.84
"Jefferson County, IA","county",05000US19101,110.55,110.55,75.01
"Johnson County, IA","county",05000US19103,235.86,235.86,267.09
"Jones County, IA","county",05000US19105,31.41,31.41,
"Keokuk County, IA","county",05000US19107,113.57,113.57,118.04
"Kossuth County, IA","county",05000US19109,113.68,113.68,128.02
"Lee County, IA","county",05000US19111,523.82,523.82,498.58
"Linn County, IA","county",05000US19113,211.67,211.67,214.02
"Louisa County, IA","county",05000US19115,105.12,105.12,100.07
"Lucas County, IA","county",05000US19117,254.45,254.45,246.7
"Lyon County, IA","county",05000US19119,238.55,238.55,192.48
"Madison County, IA","county",05000US19121,57.1,57.1,122.26
"Mahaska County, IA","county",05000US19123,240.65,240.65,249.24
"Marion County, IA","county",05000US19125,214.97,214.97,254.87
"Marshall County, IA","county",05000US19127,353.86,353.86,407.08
"Mills County, IA","county",05000US19129,291.73,291.73,315.18
"Mitchell County, IA","county",05000US19131,66.21,66.21,51.92
"Monona County, IA","county",05000US19133,15.93,15.93,153.66
"Monroe County, IA","county",05000US19135,141.26,141.26,127.91
"Montgomery County, IA","county",05000US19137,197.4,197.4,273.75
"Muscatine County, IA","county",05000US19139,430.48,430.48,428.03
"O'Brien County, IA","county",05000US19141,81.14,81.14,160.43
"Osceola County, IA","county",05000US19143,10.34,10.34,21.42
"Page County, IA","county",05000US19145,122.08,122.08,235.92
"Palo Alto County, IA","county",05000US19147,169.33,169.33,226.07
"Plymouth County, IA","county",05000US19149,81.23,81.23,96.07
"Pocahontas County, IA","county",05000US19151,123.48,123.48,102.46
"Polk County, IA","county",05000US19153,330.02,330.02,325.93
"Pottawattamie County, IA","county",05000US19155,789.85,789.85,693.45
"Poweshiek County, IA","county",05000US19157,142.6,142.6,211.83
"Sac County, IA","county",05000US19161,82.4,82.4,99.1
"Scott County, IA","county",05000US19163,492.62,492.62,469.01
"Shelby County, IA","county",05000US19165,14.21,14.21,14.26
"Sioux County, IA","county",05000US19167,111.02,111.02,97.26
"Story County, IA","county",05000US19169,241.13,241.13,143.29
"Tama County, IA","county",05000US19171,272.64,272.64,433.25
"Taylor County, IA","county",05000US19173,10.53,10.53,16.08
"Union County, IA","county",05000US19175,183.02,183.02,130.53
"Van Buren County, IA","county",05000US19177,167.26,167.26,169.7
"Wapello County, IA","county",05000US19179,264.5,264.5,244.52
"Warren County, IA","county",05000US19181,203.43,203.43,302.52
"Washington County, IA","county",05000US19183,336.07,336.07,343.3
"Wayne County, IA","county",05000US19185,46.94,46.94,62.85
"Webster County, IA","county",05000US19187,371.83,371.83,465.63
"Winnebago County, IA","county",05000US19189,107.3,107.3,72.13
"Winneshiek County, IA","county",05000US19191,23.69,23.69,14.23
"Woodbury County, IA","county",05000US19193,330.75,330.75,326.23
"Worth County, IA","county",05000US19195,65.76,65.76,123.67
"Wright County, IA","county",05000US19197,139.6,139.6,141.76
"Allen County, KS","county",05000US20001,294.39,294.39,217.52
"Anderson County, KS","county",05000US20003,292.53,292.53,246.01
"Atchison County, KS","county",05000US20005,247.87,247.87,291.73
"Barber County, KS","county",05000US20007,221.22,221.22,318.56
"Barton County, KS","county",05000US20009,410.74,410.74,385.74
"Bourbon County, KS","county",05000US20011,329.64,329.64,530.83
"Brown County, KS","county",05000US20013,176.58,176.58,187.23
"Butler County, KS","county",05000US20015,213.03,213.03,215.21
"Chase County, KS","county",05000US20017,94.91,94.91,133.24
"Cherokee County, KS","county",05000US20021,279.76,279.76,295.6
"Cheyenne County, KS","county",05000US20023,134.13,134.13,109.81
"Clark County, KS","county",05000US20025,121.25,121.25,168.71
"Clay County, KS","county",05000US20027,155.39,155.39,223.43
"Cloud County, KS","county",05000US20029,367.9,367.9,464.22
"Coffey County, KS","county",05000US20031,138.51,138.51,108.66
"Cowley County, KS","county",05000US20035,378.74,378.74,366.08
"Crawford County, KS","county",05000US20037,331.56,331.56,319.95
"Decatur County, KS","county",05000US20039,167.79,167.79,0
"Dickinson County, KS","county",05000US20041,164.48,164.48,148.77
"Doniphan County, KS","county",05000US20043,238.23,238.23,219.87
"Douglas County, KS","county",05000US20045,387.3,387.3,312.93
"Elk County, KS","county",05000US20049,88.24,88.24,0
"Ellis County, KS","county",05000US20051,333.88,333.88,335.39
"Ellsworth County, KS","county",05000US20053,209.87,209.87,153.82
"Finney County, KS","county",05000US20055,383.58,383.58,442.32
"Ford County, KS","county",05000US20057,410.11,410.11,347.52
"Franklin County, KS","county",05000US20059,276.17,276.17,271.9
"Geary County, KS","county",05000US20061,498.83,498.83,451.85
"Gove County, KS","county",05000US20063,224.47,224.47,167.88
"Graham County, KS","county",05000US20065,152.59,152.59,153.63
"Grant County, KS","county",05000US20067,236.16,236.16,267.42
"Gray County, KS","county",05000US20069,71.45,71.45,170.51
"Greeley County, KS","county",05000US20071,212.43,212.43,77.44
"Greenwood County, KS","county",05000US20073,154.24,154.24,190.52
"Harper County, KS","county",05000US20077,167.82,167.82,365.29
"Harvey County, KS","county",05000US20079,359.65,359.65,398.51
"Haskell County, KS","county",05000US20081,232.18,232.18,205.37
"Hodgeman County, KS","county",05000US20083,189,189,101.4
"Jackson County, KS","county",05000US20085,203.84,203.84,173
"Jefferson County, KS","county",05000US20087,200.31,200.31,211.8
"Johnson County, KS","county",05000US20091,164.68,164.68,142.4
"Kearny County, KS","county",05000US20093,299.48,299.48,294.71
"Kingman County, KS","county",05000US20095,155.4,155.4,189.7
"Kiowa County, KS","county",05000US20097,52.06,52.06,59.56
"Labette County, KS","county",05000US20099,507.91,507.91,361.79
"Lane County, KS","county",05000US20101,151.83,151.83,251.6
"Leavenworth County, KS","county",05000US20103,455.52,455.52,429.77
"Lincoln County, KS","county",05000US20105,71.91,71.91,31.54
"Linn County, KS","county",05000US20107,248.45,248.45,233.66
"Logan County, KS","county",05000US20109,144.67,144.67,143.04
"Lyon County, KS","county",05000US20111,265.72,265.72,143.12
"McPherson County, KS","county",05000US20113,201.42,201.42,169.52
"Marion County, KS","county",05000US20115,112.11,112.11,83.88
"Marshall County, KS","county",05000US20117,118.27,118.27,129.88
"Meade County, KS","county",05000US20119,580.57,580.57,768.56
"Miami County, KS","county",05000US20121,182.44,182.44,187.29
"Mitchell County, KS","county",05000US20123,313.55,313.55,328.09
"Montgomery County, KS","county",05000US20125,504.44,504.44,634.46
"Morris County, KS","county",05000US20127,168.52,168.52,148.98
"Morton County, KS","county",05000US20129,334.66,334.66,266.98
"Nemaha County, KS","county",05000US20131,140.59,140.59,128.1
"Neosho County, KS","county",05000US20133,235.59,235.59,246.17
"Ness County, KS","county",05000US20135,149.41,149.41,226.88
"Norton County, KS","county",05000US20137,99.75,99.75,106.67
"Osage County, KS","county",05000US20139,245.96,245.96,171.41
"Osborne County, KS","county",05000US20141,123.2,123.2,145.21
"Ottawa County, KS","county",05000US20143,212.75,212.75,99.22
"Pawnee County, KS","county",05000US20145,294.72,294.72,267.62
"Phillips County, KS","county",05000US20147,82.83,82.83,120.59
"Pottawatomie County, KS","county",05000US20149,213.79,213.79,220.91
"Pratt County, KS","county",05000US20151,340.23,340.23,326.3
"Rawlins County, KS","county",05000US20153,92.36,92.36,181.46
"Reno County, KS","county",05000US20155,440.32,440.32,438.43
"Republic County, KS","county",05000US20157,107.21,107.21,158.1
"Rice County, KS","county",05000US20159,125.18,125.18,103.77
"Riley County, KS","county",05000US20161,262.44,262.44,230.31
"Rooks County, KS","county",05000US20163,58.78,58.78,102.29
"Rush County, KS","county",05000US20165,182,182,240.7
"Russell County, KS","county",05000US20167,376.62,376.62,369.36
"Saline County, KS","county",05000US20169,364.66,364.66,344.19
"Scott County, KS","county",05000US20171,262.84,262.84,368.53
"Sedgwick County, KS","county",05000US20173,647.87,647.87,622.45
"Seward County, KS","county",05000US20175,372.68,372.68,339.6
"Shawnee County, KS","county",05000US20177,454.82,454.82,439.58
"Sheridan County, KS","county",05000US20179,0,0,117.42
"Sherman County, KS","county",05000US20181,230.07,230.07,261.67
"Stafford County, KS","county",05000US20185,195.56,195.56,260.06
"Stanton County, KS","county",05000US20187,111.51,111.51,
"Stevens County, KS","county",05000US20189,34.24,34.24,51
"Sumner County, KS","county",05000US20191,248.31,248.31,275.45
"Thomas County, KS","county",05000US20193,259.76,259.76,305.32
"Trego County, KS","county",05000US20195,156.15,156.15,56.12
"Wabaunsee County, KS","county",05000US20197,197.73,197.73,173.35
"Wallace County, KS","county",05000US20199,66.93,66.93,0
"Washington County, KS","county",05000US20201,85.67,85.67,58.11
"Wichita County, KS","county",05000US20203,206.79,206.79,297.18
"Wilson County, KS","county",05000US20205,264.86,264.86,243.9
"Woodson County, KS","county",05000US20207,301.57,301.57,214.72
"Wyandotte County, KS","county",05000US20209,592.37,592.37,603.15
"Adair County, KY","county",05000US21001,65.87,65.87,65.8
"Allen County, KY","county",05000US21003,73.04,73.04,54.2
"Anderson County, KY","county",05000US21005,81.93,81.93,82.49
"Ballard County, KY","county",05000US21007,100.69,100.69,80
"Barren County, KY","county",05000US21009,108.65,108.65,120.62
"Bell County, KY","county",05000US21013,163.24,163.24,156.11
"Boone County, KY","county",05000US21015,137.59,137.59,137.09
"Bourbon County, KY","county",05000US21017,153.2,153.2,124.47
"Boyd County, KY","county",05000US21019,204.67,204.67,147.91
"Boyle County, KY","county",05000US21021,225.37,225.37,191.2
"Bracken County, KY","county",05000US21023,71.94,71.94,55.31
"Breckinridge County, KY","county",05000US21027,54.49,54.49,51.27
"Bullitt County, KY","county",05000US21029,115.84,115.84,117.76
"Butler County, KY","county",05000US21031,57.4,57.4,72.57
"Caldwell County, KY","county",05000US21033,181.75,181.75,157.47
"Calloway County, KY","county",05000US21035,121.13,121.13,150.99
"Campbell County, KY","county",05000US21037,193.42,193.42,192.69
"Carlisle County, KY","county",05000US21039,39.21,39.21,39.84
"Carroll County, KY","county",05000US21041,79.42,79.42,93.97
"Carter County, KY","county",05000US21043,60.03,60.03,46.34
"Casey County, KY","county",05000US21045,56.29,56.29,43.57
"Christian County, KY","county",05000US21047,254.35,254.35,237.7
"Clark County, KY","county",05000US21049,295.05,295.05,183.84
"Clay County, KY","county",05000US21051,81.06,81.06,75.85
"Crittenden County, KY","county",05000US21055,39.21,39.21,75.29
"Cumberland County, KY","county",05000US21057,58.17,58.17,48.92
"Daviess County, KY","county",05000US21059,173.61,173.61,173.51
"Edmonson County, KY","county",05000US21061,65.7,65.7,74.54
"Elliott County, KY","county",05000US21063,38.82,38.82,34.68
"Estill County, KY","county",05000US21065,72.48,72.48,34.4
"Fayette County, KY","county",05000US21067,490.19,490.19,359.85
"Fleming County, KY","county",05000US21069,25.38,25.38,34.3
"Floyd County, KY","county",05000US21071,52.59,52.59,50.17
"Franklin County, KY","county",05000US21073,274.21,274.21,268.5
"Fulton County, KY","county",05000US21075,248.96,248.96,221.66
"Gallatin County, KY","county",05000US21077,68.58,68.58,72.51
"Garrard County, KY","county",05000US21079,57.01,57.01,64.98
"Grant County, KY","county",05000US21081,52.44,52.44,59.36
"Graves County, KY","county",05000US21083,146.09,146.09,140.61
"Grayson County, KY","county",05000US21085,67.23,67.23,99.61
"Green County, KY","county",05000US21087,53.19,53.19,47.36
"Greenup County, KY","county",05000US21089,61.09,61.09,52.27
"Hancock County, KY","county",05000US21091,38.79,38.79,53.74
"Hardin County, KY","county",05000US21093,159.29,159.29,123.66
"Harlan County, KY","county",05000US21095,91.44,91.44,86.97
"Harrison County, KY","county",05000US21097,160.64,160.64,127.09
"Hart County, KY","county",05000US21099,51.09,51.09,37.9
"Henderson County, KY","county",05000US21101,157.88,157.88,192.72
"Henry County, KY","county",05000US21103,58.86,58.86,36.11
"Hickman County, KY","county",05000US21105,41.7,41.7,49.19
"Hopkins County, KY","county",05000US21107,114.3,114.3,124.32
"Jackson County, KY","county",05000US21109,17.97,17.97,25.39
"Jefferson County, KY","county",05000US21111,579.11,579.11,562.46
"Jessamine County, KY","county",05000US21113,179.99,179.99,172.93
"Johnson County, KY","county",05000US21115,69.67,69.67,72.5
"Kenton County, KY","county",05000US21117,271.73,271.73,218.48
"Knott County, KY","county",05000US21119,15.49,15.49,18.01
"Knox County, KY","county",05000US21121,91.71,91.71,74.34
"Larue County, KY","county",05000US21123,51.36,51.36,49.36
"Laurel County, KY","county",05000US21125,86.71,86.71,89.97
"Lawrence County, KY","county",05000US21127,50.1,50.1,60.68
"Lee County, KY","county",05000US21129,44.36,44.36,48.59
"Letcher County, KY","county",05000US21133,47.98,47.98,33.84
"Lewis County, KY","county",05000US21135,62.28,62.28,38.49
"Lincoln County, KY","county",05000US21137,53.83,53.83,47.36
"Livingston County, KY","county",05000US21139,69.79,69.79,77.81
"Logan County, KY","county",05000US21141,131.79,131.79,145.86
"Lyon County, KY","county",05000US21143,31.97,31.97,27.77
"McCracken County, KY","county",05000US21145,215.57,215.57,201.98
"McCreary County, KY","county",05000US21147,67.19,67.19,51.6
"McLean County, KY","county",05000US21149,35.82,35.82,46.76
"Madison County, KY","county",05000US21151,197.36,197.36,168.27
"Magoffin County, KY","county",05000US21153,37.49,37.49,35.82
"Marion County, KY","county",05000US21155,106.39,106.39,89.12
"Marshall County, KY","county",05000US21157,115.34,115.34,90.64
"Martin County, KY","county",05000US21159,72.3,72.3,68.25
"Mason County, KY","county",05000US21161,159.09,159.09,137.21
"Meade County, KY","county",05000US21163,56.3,56.3,72.34
"Menifee County, KY","county",05000US21165,31.6,31.6,26.59
"Mercer County, KY","county",05000US21167,122.46,122.46,112.97
"Metcalfe County, KY","county",05000US21169,26.35,26.35,36.68
"Monroe County, KY","county",05000US21171,37.09,37.09,34.67
"Montgomery County, KY","county",05000US21173,217.52,217.52,145.1
"Muhlenberg County, KY","county",05000US21177,54.99,54.99,67.34
"Nelson County, KY","county",05000US21179,118.09,118.09,98.11
"Nicholas County, KY","county",05000US21181,91.16,91.16,75.94
"Ohio County, KY","county",05000US21183,105.54,105.54,111.9
"Oldham County, KY","county",05000US21185,75.34,75.34,64.68
"Owen County, KY","county",05000US21187,24.51,24.51,21.69
"Owsley County, KY","county",05000US21189,0,0,14.36
"Pendleton County, KY","county",05000US21191,63.15,63.15,59.59
"Perry County, KY","county",05000US21193,109.9,109.9,104.94
"Pike County, KY","county",05000US21195,39.46,39.46,37.34
"Powell County, KY","county",05000US21197,63.16,63.16,61.18
"Pulaski County, KY","county",05000US21199,103.94,103.94,124.14
"Rockcastle County, KY","county",05000US21203,64.99,64.99,70.02
"Rowan County, KY","county",05000US21205,79.47,79.47,69.26
"Russell County, KY","county",05000US21207,69.94,69.94,58.52
"Scott County, KY","county",05000US21209,334.53,334.53,255.08
"Shelby County, KY","county",05000US21211,139.73,139.73,137.31
"Simpson County, KY","county",05000US21213,203.08,203.08,171.8
"Spencer County, KY","county",05000US21215,40.65,40.65,47.4
"Taylor County, KY","county",05000US21217,177.06,177.06,208.75
"Todd County, KY","county",05000US21219,78.13,78.13,76.78
"Trigg County, KY","county",05000US21221,102.05,102.05,111.29
"Trimble County, KY","county",05000US21223,30.27,30.27,30.34
"Union County, KY","county",05000US21225,88.45,88.45,100.25
"Warren County, KY","county",05000US21227,194.96,194.96,213.22
"Washington County, KY","county",05000US21229,33.91,33.91,50.48
"Wayne County, KY","county",05000US21231,90.78,90.78,63.97
"Webster County, KY","county",05000US21233,38.42,38.42,57.56
"Whitley County, KY","county",05000US21235,107.25,107.25,109.12
"Wolfe County, KY","county",05000US21237,28.85,28.85,52.79
"Woodford County, KY","county",05000US21239,123.9,123.9,124.49
"Acadia Parish, LA","county",05000US22001,433.01,433.01,406.2
"Allen Parish, LA","county",05000US22003,167.84,167.84,167.47
"Ascension Parish, LA","county",05000US22005,269.53,269.53,260.64
"Assumption Parish, LA","county",05000US22007,402.3,402.3,350.22
"Avoyelles Parish, LA","county",05000US22009,573.42,573.42,689.35
"Beauregard Parish, LA","county",05000US22011,260.84,260.84,115.78
"Bienville Parish, LA","county",05000US22013,268.16,268.16,373.3
"Bossier Parish, LA","county",05000US22015,360.95,360.95,342.58
"Caddo Parish, LA","county",05000US22017,637.98,637.98,600.43
"Calcasieu Parish, LA","county",05000US22019,586.92,586.92,566.49
"Caldwell Parish, LA","county",05000US22021,236.27,236.27,239.59
"Cameron Parish, LA","county",05000US22023,141.39,141.39,153.6
"Catahoula Parish, LA","county",05000US22025,1167.84,1167.84,453.71
"Claiborne Parish, LA","county",05000US22027,555.16,555.16,382.97
"Concordia Parish, LA","county",05000US22029,596.82,596.82,612.07
"De Soto Parish, LA","county",05000US22031,1332.98,1332.98,935.66
"East Baton Rouge Parish, LA","county",05000US22033,700.68,700.68,606.76
"East Carroll Parish, LA","county",05000US22035,661.97,661.97,561.23
"East Feliciana Parish, LA","county",05000US22037,60.75,60.75,210.82
"Evangeline Parish, LA","county",05000US22039,263.38,263.38,132.39
"Franklin Parish, LA","county",05000US22041,153.49,153.49,174.38
"Grant Parish, LA","county",05000US22043,70.83,70.83,76.33
"Iberia Parish, LA","county",05000US22045,433.52,433.52,198.91
"Iberville Parish, LA","county",05000US22047,1161.96,1161.96,1092.43
"Jackson Parish, LA","county",05000US22049,34.57,34.57,256.96
"Jefferson Parish, LA","county",05000US22051,478.05,478.05,445.4
"Jefferson Davis Parish, LA","county",05000US22053,288.71,288.71,214.83
"Lafayette Parish, LA","county",05000US22055,620.09,620.09,587.81
"Lafourche Parish, LA","county",05000US22057,171.28,171.28,163.12
"LaSalle Parish, LA","county",05000US22059,293.4,293.4,311.24
"Lincoln Parish, LA","county",05000US22061,393.53,393.53,352.63
"Livingston Parish, LA","county",05000US22063,317.84,317.84,386.7
"Madison Parish, LA","county",05000US22065,802.57,802.57,646.76
"Morehouse Parish, LA","county",05000US22067,571.53,571.53,582.14
"Natchitoches Parish, LA","county",05000US22069,616.77,616.77,564.4
"Orleans Parish, LA","county",05000US22071,789.05,789.05,861.57
"Ouachita Parish, LA","county",05000US22073,533.98,533.98,834.9
"Plaquemines Parish, LA","county",05000US22075,168.42,168.42,157.69
"Pointe Coupee Parish, LA","county",05000US22077,636.52,636.52,570.5
"Rapides Parish, LA","county",05000US22079,785.33,785.33,902.29
"Red River Parish, LA","county",05000US22081,775.51,775.51,563.92
"Richland Parish, LA","county",05000US22083,285.88,285.88,401.49
"Sabine Parish, LA","county",05000US22085,288.55,288.55,268.71
"St. Bernard Parish, LA","county",05000US22087,241.26,241.26,191.27
"St. Charles Parish, LA","county",05000US22089,364.45,364.45,430.78
"St. Helena Parish, LA","county",05000US22091,596.62,596.62,456.98
"St. James Parish, LA","county",05000US22093,657.43,657.43,567.48
"St. John the Baptist Parish, LA","county",05000US22095,189.47,189.47,139.53
"St. Landry Parish, LA","county",05000US22097,669.13,669.13,733.33
"St. Martin Parish, LA","county",05000US22099,342.98,342.98,277.4
"St. Mary Parish, LA","county",05000US22101,617.21,617.21,554.02
"St. Tammany Parish, LA","county",05000US22103,196.81,196.81,167.83
"Tangipahoa Parish, LA","county",05000US22105,1065.47,1065.47,883.56
"Terrebonne Parish, LA","county",05000US22109,462.76,462.76,376.26
"Union Parish, LA","county",05000US22111,284.26,284.26,278.72
"Vermilion Parish, LA","county",05000US22113,568.66,568.66,416.48
"Vernon Parish, LA","county",05000US22115,324.95,324.95,255.79
"Washington Parish, LA","county",05000US22117,584.45,584.45,539.68
"Webster Parish, LA","county",05000US22119,271.26,271.26,380.88
"West Baton Rouge Parish, LA","county",05000US22121,363.66,363.66,333.42
"West Carroll Parish, LA","county",05000US22123,946.75,946.75,450.6
"West Feliciana Parish, LA","county",05000US22125,234.62,234.62,192.17
"Winn Parish, LA","county",05000US22127,567.59,567.59,493.29
"Androscoggin County, ME","county",05000US23001,152.07,152.07,143.5
"Aroostook County, ME","county",05000US23003,79.44,79.44,85.47
"Cumberland County, ME","county",05000US23005,145.17,145.17,131.05
"Franklin County, ME","county",05000US23007,144.09,144.09,116.54
"Hancock County, ME","county",05000US23009,78.92,78.92,66.38
"Kennebec County, ME","county",05000US23011,150.14,150.14,168.06
"Knox County, ME","county",05000US23013,66.27,66.27,57.19
"Lincoln County, ME","county",05000US23015,108.57,108.57,136.74
"Oxford County, ME","county",05000US23017,110.73,110.73,112.6
"Penobscot County, ME","county",05000US23019,79.05,79.05,86.14
"Piscataquis County, ME","county",05000US23021,171.43,171.43,180.01
"Sagadahoc County, ME","county",05000US23023,38.75,38.75,48.4
"Somerset County, ME","county",05000US23025,106.7,106.7,120.94
"Waldo County, ME","county",05000US23027,73.92,73.92,65.19
"Washington County, ME","county",05000US23029,223.65,223.65,143.22
"York County, ME","county",05000US23031,132.64,132.64,156.03
"Allegany County, MD","county",05000US24001,374.28,374.28,322.63
"Anne Arundel County, MD","county",05000US24003,507.28,507.28,459.78
"Baltimore County, MD","county",05000US24005,526.43,526.43,504.08
"Calvert County, MD","county",05000US24009,169.87,169.87,130.16
"Caroline County, MD","county",05000US24011,355.9,355.9,317.35
"Carroll County, MD","county",05000US24013,180.29,180.29,201.63
"Cecil County, MD","county",05000US24015,588.19,588.19,483.65
"Charles County, MD","county",05000US24017,421.52,421.52,373.74
"Dorchester County, MD","county",05000US24019,503.55,503.55,466.16
"Frederick County, MD","county",05000US24021,274.29,274.29,254.34
"Garrett County, MD","county",05000US24023,207,207,297.52
"Harford County, MD","county",05000US24025,296.01,296.01,262.86
"Howard County, MD","county",05000US24027,200.95,200.95,200.43
"Kent County, MD","county",05000US24029,339.43,339.43,313.81
"Montgomery County, MD","county",05000US24031,181.8,181.8,177.24
"Prince George's County, MD","county",05000US24033,624.17,624.17,509.39
"Queen Anne's County, MD","county",05000US24035,249.88,249.88,218.39
"St. Mary's County, MD","county",05000US24037,266.09,266.09,231.45
"Somerset County, MD","county",05000US24039,312.09,312.09,276.9
"Talbot County, MD","county",05000US24041,223.07,223.07,229.36
"Washington County, MD","county",05000US24043,287.74,287.74,279.61
"Wicomico County, MD","county",05000US24045,625.36,625.36,497.74
"Worcester County, MD","county",05000US24047,447.21,447.21,383.32
"Baltimore city, MD","county",05000US24510,1448.9,1448.9,1388.61
"Barnstable County, MA","county",05000US25001,448.38,448.38,428.25
"Berkshire County, MA","county",05000US25003,402.71,402.71,317.18
"Bristol County, MA","county",05000US25005,555.72,555.72,518.3
"Dukes County, MA","county",05000US25007,235.59,235.59,209.59
"Essex County, MA","county",05000US25009,370.19,370.19,382.17
"Franklin County, MA","county",05000US25011,378.55,378.55,371.64
"Hampden County, MA","county",05000US25013,640.78,640.78,604.91
"Hampshire County, MA","county",05000US25015,245.34,245.34,248.9
"Middlesex County, MA","county",05000US25017,257.34,257.34,206.55
"Nantucket County, MA","county",05000US25019,460.21,460.21,321.5
"Norfolk County, MA","county",05000US25021,203.21,203.21,193.1
"Plymouth County, MA","county",05000US25023,431.83,431.83,404.35
"Suffolk County, MA","county",05000US25025,909.79,909.79,815.16
"Worcester County, MA","county",05000US25027,447.12,447.12,435.18
"Alcona County, MI","county",05000US26001,140.74,140.74,125.47
"Alger County, MI","county",05000US26003,163.68,163.68,185.39
"Allegan County, MI","county",05000US26005,217.09,217.09,219.29
"Alpena County, MI","county",05000US26007,179.5,179.5,254.66
"Antrim County, MI","county",05000US26009,166.02,166.02,139.84
"Arenac County, MI","county",05000US26011,172.83,172.83,194.63
"Baraga County, MI","county",05000US26013,313.41,313.41,297.32
"Barry County, MI","county",05000US26015,165.61,165.61,152.19
"Bay County, MI","county",05000US26017,305.29,305.29,295.62
"Benzie County, MI","county",05000US26019,106.68,106.68,106.98
"Berrien County, MI","county",05000US26021,390.63,390.63,430.04
"Branch County, MI","county",05000US26023,185.71,185.71,226.44
"Calhoun County, MI","county",05000US26025,639.4,639.4,577.35
"Cass County, MI","county",05000US26027,162.24,162.24,169.38
"Charlevoix County, MI","county",05000US26029,150.2,150.2,136.63
"Cheboygan County, MI","county",05000US26031,134.24,134.24,139.58
"Chippewa County, MI","county",05000US26033,252.94,252.94,251.03
"Clare County, MI","county",05000US26035,155.32,155.32,307.21
"Clinton County, MI","county",05000US26037,105.64,105.64,107.71
"Crawford County, MI","county",05000US26039,289.37,289.37,307.74
"Delta County, MI","county",05000US26041,177.09,177.09,202.9
"Eaton County, MI","county",05000US26045,176.16,176.16,190.04
"Emmet County, MI","county",05000US26047,121.14,121.14,148.19
"Genesee County, MI","county",05000US26049,854.01,854.01,765.4
"Gladwin County, MI","county",05000US26051,205.87,205.87,239.69
